cms_claim_id,reporting_quarter,state,city,zip_code,hcpcs_code,equipment_category,beneficiary_count,total_claims,total_allowed,total_paid,provider_type,home_health_share,competitor_count
CMS-0021371,Q4-2025,CT,CT_City_2,56779,E0470,Sleep Therapy,24,116,37068.67,28058.81,Home Health Agency,False,5
CMS-0021372,Q4-2025,TX,Houston,30555,E0431,Respiratory,24,43,21419.35,8078.13,DME Supplier,False,4
CMS-0021373,Q4-2025,NJ,NJ_City_2,61620,E0433,Respiratory,22,29,36971.18,19815.18,Home Health Agency,True,6
CMS-0021374,Q4-2025,OR,OR_City_3,85368,E0470,Sleep Therapy,4,64,38766.32,42586.76,Hospital Outpatient,True,8
CMS-0021375,Q4-2025,NE,NE_City_1,76009,E0424,Respiratory,6,113,10202.87,37418.73,Physician Office,True,4
CMS-0021376,Q4-2025,CT,CT_City_1,83341,E0570,Respiratory,29,191,15302.95,15980.77,DME Supplier,False,6
CMS-0021377,Q4-2025,SC,SC_City_1,37821,E0424,Respiratory,20,53,10607.31,29894.64,Physician Office,True,2
CMS-0021378,Q4-2025,ID,ID_City_1,22267,E0601,Sleep Therapy,7,149,49881.87,44002.68,Home Health Agency,True,1
CMS-0021379,Q4-2025,TN,TN_City_3,57450,E0601,Sleep Therapy,6,7,43043.23,43051.77,DME Supplier,False,1
CMS-0021380,Q4-2025,ME,ME_City_1,56856,E0601,Sleep Therapy,15,164,6203.17,40263.35,Home Health Agency,False,7
CMS-0021381,Q4-2025,OK,OK_City_2,52791,E0570,Respiratory,50,9,19942.92,23238.28,DME Supplier,False,3
CMS-0021382,Q4-2025,VA,VA_City_2,47290,E0424,Respiratory,10,7,27860.68,12657.81,Hospital Outpatient,False,7
CMS-0021383,Q4-2025,SC,SC_City_2,70867,E0570,Respiratory,11,79,49809.11,33478.92,Physician Office,False,3
CMS-0021384,Q4-2025,MT,MT_City_3,54533,E0431,Respiratory,17,38,35280.33,38242.26,Home Health Agency,False,6
CMS-0021385,Q4-2025,KS,KS_City_3,23071,E0431,Respiratory,50,176,34245.74,8733.75,DME Supplier,True,2
CMS-0021386,Q4-2025,KY,KY_City_2,80823,E0431,Respiratory,40,199,10335.11,31202.25,Hospital Outpatient,False,1
CMS-0021387,Q4-2025,NH,NH_City_2,41135,E0465,Respiratory,16,39,11912.66,20823.63,Home Health Agency,False,5
CMS-0021388,Q4-2025,ND,ND_City_1,19621,E0470,Sleep Therapy,7,90,10604.89,18579.74,Hospital Outpatient,False,5
CMS-0021389,Q4-2025,NE,NE_City_1,27274,E0601,Sleep Therapy,50,169,31504.24,24423.32,DME Supplier,False,5
CMS-0021390,Q4-2025,MO,MO_City_1,26210,E0470,Sleep Therapy,24,150,4258.36,10792.66,DME Supplier,False,3
CMS-0021391,Q4-2025,ND,ND_City_1,63217,E0465,Respiratory,42,180,29575.85,2314.75,Hospital Outpatient,True,7
CMS-0021392,Q4-2025,IN,IN_City_2,98174,E0570,Respiratory,13,102,28234.32,28635.8,DME Supplier,False,8
CMS-0021393,Q4-2025,NC,Fayetteville,27361,E0470,Sleep Therapy,1,200,6055.37,10117.5,DME Supplier,False,2
CMS-0021394,Q4-2025,CA,Los Angeles,61814,E0433,Respiratory,2,126,41462.41,7177.2,Hospital Outpatient,True,4
CMS-0021395,Q4-2025,MN,MN_City_1,62344,E0601,Sleep Therapy,19,114,8165.03,42235.25,Physician Office,False,4
CMS-0021396,Q4-2025,CT,CT_City_2,49590,E0465,Respiratory,2,60,10404.96,6998.24,DME Supplier,False,3
CMS-0021397,Q4-2025,TX,El Paso,24539,E0433,Respiratory,2,165,33312.24,12779.7,Physician Office,False,7
CMS-0021398,Q4-2025,TX,Austin,60897,E0470,Sleep Therapy,18,149,49156.98,13046.47,DME Supplier,True,2
CMS-0021399,Q4-2025,OR,OR_City_2,40877,E0433,Respiratory,41,139,36689.52,2277.55,Hospital Outpatient,True,3
CMS-0021400,Q4-2025,WI,WI_City_1,79387,E0424,Respiratory,33,171,9604.94,14862.08,Home Health Agency,True,1
CMS-0021401,Q4-2025,MN,MN_City_2,72981,E0570,Respiratory,3,51,26426.93,3907.05,Home Health Agency,False,8
CMS-0021402,Q4-2025,MT,MT_City_2,47395,E0470,Sleep Therapy,10,7,29236.36,35626.84,Hospital Outpatient,False,4
CMS-0021403,Q4-2025,WI,WI_City_3,19377,E0433,Respiratory,15,78,38433.84,24901.43,DME Supplier,False,2
CMS-0021404,Q4-2025,ID,ID_City_3,95190,E0601,Sleep Therapy,36,32,46578.74,9461.61,DME Supplier,False,7
CMS-0021405,Q4-2025,NM,NM_City_3,61325,E0601,Sleep Therapy,21,186,44419.86,40636.51,Hospital Outpatient,False,8
CMS-0021406,Q4-2025,IL,Joliet,24673,E0465,Respiratory,4,48,7840.42,3216.13,Hospital Outpatient,False,8
CMS-0021407,Q4-2025,ID,ID_City_3,33475,E0424,Respiratory,12,54,23222.27,33077.17,Hospital Outpatient,False,1
CMS-0021408,Q4-2025,CT,CT_City_3,72432,E0470,Sleep Therapy,43,44,24283.24,36124.88,Hospital Outpatient,False,7
CMS-0021409,Q4-2025,IN,IN_City_3,42392,E0470,Sleep Therapy,44,142,14935.67,20813.94,Hospital Outpatient,True,4
CMS-0021410,Q4-2025,IA,IA_City_3,42268,E0431,Respiratory,50,85,47200.16,29200.58,Home Health Agency,False,6
CMS-0021411,Q4-2025,WI,WI_City_2,23407,E0465,Respiratory,21,19,9655.44,28366.65,Home Health Agency,True,4
CMS-0021412,Q4-2025,OH,Akron,90204,E0570,Respiratory,47,64,14116.85,33565.6,Home Health Agency,False,7
CMS-0021413,Q4-2025,KS,KS_City_1,32024,E0601,Sleep Therapy,12,172,28848.64,41924.49,Hospital Outpatient,False,3
CMS-0021414,Q4-2025,ND,ND_City_1,89181,E0570,Respiratory,21,55,41766.03,42282.14,Hospital Outpatient,False,4
CMS-0021415,Q4-2025,VT,VT_City_2,99234,E0424,Respiratory,8,153,36896.94,24689.12,Hospital Outpatient,False,8
CMS-0021416,Q4-2025,MT,MT_City_2,70939,E0570,Respiratory,10,198,15326.04,4684.68,Hospital Outpatient,False,5
CMS-0021417,Q4-2025,WV,WV_City_1,89788,E0424,Respiratory,7,110,39870.01,27605.04,Home Health Agency,False,1
CMS-0021418,Q4-2025,WA,WA_City_3,86706,E0465,Respiratory,39,34,30951.74,5452.76,Physician Office,False,2
CMS-0021419,Q4-2025,WV,WV_City_3,50502,E0465,Respiratory,21,100,18590.62,21576.26,Home Health Agency,True,7
CMS-0021420,Q4-2025,OR,OR_City_2,54466,E0433,Respiratory,47,111,34326.81,11263.82,Hospital Outpatient,False,2
CMS-0021421,Q4-2025,LA,LA_City_3,72268,E0601,Sleep Therapy,36,46,32753.58,24907.25,Hospital Outpatient,False,2
CMS-0021422,Q4-2025,KY,KY_City_2,54621,E0424,Respiratory,44,12,2021.45,33591.61,Hospital Outpatient,False,5
CMS-0021423,Q4-2025,LA,LA_City_1,63572,E0601,Sleep Therapy,2,125,28568.4,27686.5,Hospital Outpatient,False,5
CMS-0021424,Q4-2025,SC,SC_City_1,94189,E0431,Respiratory,19,185,16770.67,2037.24,DME Supplier,True,1
CMS-0021425,Q4-2025,MT,MT_City_3,63054,E0570,Respiratory,1,76,12376.66,14807.71,DME Supplier,False,1
CMS-0021426,Q4-2025,UT,UT_City_3,19881,E0424,Respiratory,9,132,15662.06,44169.6,DME Supplier,True,7
CMS-0021427,Q4-2025,KY,KY_City_1,70849,E0570,Respiratory,5,106,29895.05,7391.36,DME Supplier,False,7
CMS-0021428,Q4-2025,MS,MS_City_3,62424,E0470,Sleep Therapy,29,192,4449.88,28278.27,Home Health Agency,True,3
CMS-0021429,Q4-2025,NE,NE_City_1,73985,E0465,Respiratory,2,53,2972.95,1356.61,Physician Office,False,7
CMS-0021430,Q4-2025,NM,NM_City_3,94102,E0470,Sleep Therapy,49,110,33443.54,5173.89,DME Supplier,True,5
CMS-0021431,Q4-2025,NH,NH_City_2,91428,E0433,Respiratory,45,15,38627.31,18823.13,Physician Office,False,7
CMS-0021432,Q4-2025,WY,WY_City_2,48747,E0570,Respiratory,26,122,34676.47,28631.73,DME Supplier,False,7
CMS-0021433,Q4-2025,LA,LA_City_3,30660,E0601,Sleep Therapy,43,79,3447.23,38364.11,Hospital Outpatient,False,3
CMS-0021434,Q4-2025,OH,Dayton,54565,E0431,Respiratory,6,39,16800.32,4836.75,DME Supplier,True,4
CMS-0021435,Q4-2025,CA,Los Angeles,67260,E0433,Respiratory,35,94,25845.44,9396.05,Home Health Agency,False,5
CMS-0021436,Q4-2025,MS,MS_City_3,25254,E0431,Respiratory,40,93,8081.55,22736.77,Hospital Outpatient,True,1
CMS-0021437,Q4-2025,MT,MT_City_1,51604,E0465,Respiratory,14,133,5897.85,18338.85,Physician Office,False,6
CMS-0021438,Q4-2025,SD,SD_City_1,65956,E0424,Respiratory,41,65,18641.18,25578.82,DME Supplier,False,4
CMS-0021439,Q4-2025,RI,RI_City_2,84005,E0470,Sleep Therapy,47,35,7361.73,21098.08,Home Health Agency,False,3
CMS-0021440,Q4-2025,MO,MO_City_3,78436,E0470,Sleep Therapy,37,68,46860.69,31859.3,Hospital Outpatient,False,8
CMS-0021441,Q4-2025,OK,OK_City_3,20828,E0601,Sleep Therapy,31,4,26981.03,2557.99,Hospital Outpatient,True,4
CMS-0021442,Q4-2025,NV,NV_City_2,99125,E0601,Sleep Therapy,20,63,10960.18,42883.83,Hospital Outpatient,False,8
CMS-0021443,Q4-2025,NJ,NJ_City_2,76047,E0601,Sleep Therapy,10,168,11236.73,43618.01,Home Health Agency,False,7
CMS-0021444,Q4-2025,IN,IN_City_1,23510,E0570,Respiratory,13,138,8721.22,42960.3,Hospital Outpatient,False,4
CMS-0021445,Q4-2025,NC,Winston-Salem,22014,E0431,Respiratory,49,99,39658.27,42524.35,Physician Office,True,2
CMS-0021446,Q4-2025,ID,ID_City_1,24425,E0424,Respiratory,15,174,19215.11,1695.85,Physician Office,False,2
CMS-0021447,Q4-2025,FL,Ft Lauderdale,70829,E0570,Respiratory,17,68,43908.24,9508.18,Home Health Agency,True,8
CMS-0021448,Q4-2025,ME,ME_City_3,97221,E0601,Sleep Therapy,11,131,8986.79,2468.0,DME Supplier,True,2
CMS-0021449,Q4-2025,MT,MT_City_2,92062,E0431,Respiratory,14,113,47491.34,22571.64,Home Health Agency,False,2
CMS-0021450,Q4-2025,KY,KY_City_1,23050,E0470,Sleep Therapy,9,98,5500.53,22588.98,Hospital Outpatient,False,3
CMS-0021451,Q4-2025,NE,NE_City_2,26204,E0433,Respiratory,32,48,15028.89,29286.02,Physician Office,False,6
CMS-0021452,Q4-2025,WV,WV_City_2,74637,E0470,Sleep Therapy,42,158,14261.52,43780.11,Physician Office,False,5
CMS-0021453,Q4-2025,NY,New York,81162,E0465,Respiratory,10,136,24305.31,17842.18,Physician Office,False,8
CMS-0021454,Q4-2025,MA,MA_City_3,88243,E0465,Respiratory,8,119,31335.61,16579.51,Home Health Agency,True,7
CMS-0021455,Q4-2025,UT,UT_City_2,17337,E0465,Respiratory,34,118,40468.83,11962.99,Physician Office,True,8
CMS-0021456,Q4-2025,WA,WA_City_3,11019,E0431,Respiratory,1,51,45659.5,39456.44,Home Health Agency,True,4
CMS-0021457,Q4-2025,NJ,NJ_City_1,59027,E0433,Respiratory,15,116,11352.21,42015.56,Physician Office,True,2
CMS-0021458,Q4-2025,OK,OK_City_1,74204,E0433,Respiratory,12,103,8456.39,33737.49,Physician Office,False,5
CMS-0021459,Q4-2025,OR,OR_City_2,11215,E0570,Respiratory,27,2,33547.16,17889.46,Home Health Agency,False,1
CMS-0021460,Q4-2025,RI,RI_City_3,44727,E0431,Respiratory,26,8,5091.0,15580.75,DME Supplier,False,2
CMS-0021461,Q4-2025,SC,SC_City_1,64873,E0601,Sleep Therapy,41,129,13645.65,2920.97,Hospital Outpatient,False,1
CMS-0021462,Q4-2025,ID,ID_City_3,31175,E0465,Respiratory,34,173,4163.46,7923.26,Home Health Agency,False,8
CMS-0021463,Q4-2025,OK,OK_City_2,17239,E0465,Respiratory,20,178,47298.02,13126.32,Home Health Agency,False,7
CMS-0021464,Q4-2025,MS,MS_City_2,17635,E0601,Sleep Therapy,2,158,27125.5,11193.45,Hospital Outpatient,False,3
CMS-0021465,Q4-2025,TX,El Paso,54755,E0433,Respiratory,22,149,29587.98,42109.77,Home Health Agency,False,1
CMS-0021466,Q4-2025,NC,Winston-Salem,40800,E0570,Respiratory,37,80,14921.57,11121.31,DME Supplier,False,3
CMS-0021467,Q4-2025,PA,Scranton,68304,E0601,Sleep Therapy,30,12,44540.69,33586.54,DME Supplier,True,4
CMS-0021468,Q4-2025,ID,ID_City_2,99961,E0465,Respiratory,30,137,22817.94,36749.84,Home Health Agency,False,4
CMS-0021469,Q4-2025,RI,RI_City_3,73617,E0470,Sleep Therapy,26,159,4103.64,16697.64,Home Health Agency,False,4
CMS-0021470,Q4-2025,WA,WA_City_1,12350,E0433,Respiratory,44,194,2494.88,11996.68,Home Health Agency,False,6
CMS-0021471,Q4-2025,VT,VT_City_1,66898,E0470,Sleep Therapy,33,90,37222.96,43829.57,DME Supplier,False,2
CMS-0021472,Q4-2025,ND,ND_City_3,68757,E0424,Respiratory,10,29,15260.91,10978.09,Home Health Agency,False,8
CMS-0021473,Q4-2025,CA,San Diego,58942,E0470,Sleep Therapy,44,198,23121.47,22269.66,Hospital Outpatient,False,4
CMS-0021474,Q4-2025,GA,Macon,37026,E0470,Sleep Therapy,13,146,37087.34,33232.48,Physician Office,True,1
CMS-0021475,Q4-2025,IL,Naperville,37581,E0570,Respiratory,19,176,43099.53,6147.32,Physician Office,True,8
CMS-0021476,Q4-2025,VT,VT_City_3,88130,E0601,Sleep Therapy,47,42,20996.0,1053.58,Hospital Outpatient,False,5
CMS-0021477,Q4-2025,SD,SD_City_3,41924,E0470,Sleep Therapy,30,171,27518.05,16241.99,Home Health Agency,False,4
CMS-0021478,Q4-2025,DE,DE_City_3,33865,E0431,Respiratory,1,184,14409.5,6142.76,Physician Office,True,8
CMS-0021479,Q4-2025,IA,IA_City_3,26095,E0424,Respiratory,12,73,27144.92,22687.09,Hospital Outpatient,False,4
CMS-0021480,Q4-2025,OH,Cleveland,50379,E0570,Respiratory,6,84,19817.62,16012.79,Home Health Agency,True,2
CMS-0021481,Q4-2025,SC,SC_City_2,21469,E0470,Sleep Therapy,8,54,6680.36,9492.24,Home Health Agency,False,5
CMS-0021482,Q4-2025,WA,WA_City_2,87771,E0424,Respiratory,6,176,44073.74,38322.93,Home Health Agency,False,8
CMS-0021483,Q4-2025,NJ,NJ_City_2,93098,E0570,Respiratory,14,99,3255.55,12877.35,DME Supplier,False,2
CMS-0021484,Q4-2025,ID,ID_City_1,93131,E0433,Respiratory,3,107,48070.62,24202.89,Hospital Outpatient,True,7
CMS-0021485,Q4-2025,KS,KS_City_1,10003,E0431,Respiratory,46,172,29858.15,8314.6,DME Supplier,False,1
CMS-0021486,Q4-2025,CA,Sacramento,49445,E0431,Respiratory,9,5,18770.93,405.69,DME Supplier,False,3
CMS-0021487,Q4-2025,KS,KS_City_1,28113,E0465,Respiratory,35,127,42385.91,25300.65,Home Health Agency,True,7
CMS-0021488,Q4-2025,LA,LA_City_1,73650,E0570,Respiratory,45,70,4374.42,43962.26,DME Supplier,False,2
CMS-0021489,Q4-2025,ME,ME_City_2,43764,E0424,Respiratory,22,82,771.76,25006.83,Physician Office,False,3
CMS-0021490,Q4-2025,IL,Joliet,10567,E0424,Respiratory,10,157,3942.4,6275.98,DME Supplier,False,8
CMS-0021491,Q4-2025,ND,ND_City_3,47149,E0465,Respiratory,31,144,21898.09,6506.24,Physician Office,True,1
CMS-0021492,Q4-2025,WV,WV_City_1,49066,E0601,Sleep Therapy,28,110,41255.7,42001.01,Hospital Outpatient,False,3
CMS-0021493,Q4-2025,IN,IN_City_2,29814,E0424,Respiratory,47,86,27193.15,10142.3,Home Health Agency,False,7
CMS-0021494,Q4-2025,MN,MN_City_3,63711,E0465,Respiratory,28,175,46201.34,31118.42,Hospital Outpatient,True,7
CMS-0021495,Q4-2025,NH,NH_City_3,36582,E0431,Respiratory,32,14,43192.79,43425.57,Physician Office,False,3
CMS-0021496,Q4-2025,IL,Springfield,81330,E0433,Respiratory,50,65,4927.5,17520.75,Physician Office,False,4
CMS-0021497,Q4-2025,MO,MO_City_3,55939,E0465,Respiratory,43,10,33905.57,21371.9,Hospital Outpatient,True,7
CMS-0021498,Q4-2025,MN,MN_City_3,13821,E0424,Respiratory,48,102,42960.42,28349.12,Home Health Agency,True,4
CMS-0021499,Q4-2025,AL,AL_City_3,80678,E0470,Sleep Therapy,30,67,1247.32,22846.52,Hospital Outpatient,True,8
CMS-0021500,Q4-2025,NV,NV_City_1,46509,E0465,Respiratory,46,146,36991.57,40927.54,Home Health Agency,False,8
CMS-0021501,Q4-2025,MO,MO_City_2,71599,E0601,Sleep Therapy,15,10,41177.66,16318.95,Home Health Agency,False,5
CMS-0021502,Q4-2025,WY,WY_City_1,54819,E0431,Respiratory,18,74,45847.01,19052.46,Physician Office,True,1
CMS-0021503,Q4-2025,OK,OK_City_1,73893,E0601,Sleep Therapy,36,177,48443.22,9968.29,Physician Office,False,2
CMS-0021504,Q4-2025,OR,OR_City_3,84801,E0424,Respiratory,31,48,31277.52,43191.0,Physician Office,True,1
CMS-0021505,Q4-2025,NY,Yonkers,20662,E0433,Respiratory,29,72,48859.19,24265.07,Physician Office,False,3
CMS-0021506,Q4-2025,IA,IA_City_1,94524,E0431,Respiratory,37,15,15530.43,3348.69,Home Health Agency,True,8
CMS-0021507,Q4-2025,PA,Erie,71214,E0431,Respiratory,16,7,3102.82,14335.47,Home Health Agency,False,5
CMS-0021508,Q4-2025,CT,CT_City_2,92428,E0424,Respiratory,44,150,47911.6,1012.81,Physician Office,False,3
CMS-0021509,Q4-2025,NE,NE_City_2,92204,E0601,Sleep Therapy,26,4,49106.14,38253.86,Hospital Outpatient,False,3
CMS-0021510,Q4-2025,NH,NH_City_2,11656,E0431,Respiratory,9,6,20072.26,34849.96,Physician Office,False,4
CMS-0021511,Q4-2025,LA,LA_City_2,52486,E0433,Respiratory,8,97,29386.81,16696.46,Hospital Outpatient,True,8
CMS-0021512,Q4-2025,CO,CO_City_2,82602,E0433,Respiratory,32,51,21942.37,16341.26,Hospital Outpatient,True,4
CMS-0021513,Q4-2025,CO,CO_City_1,57947,E0433,Respiratory,50,97,41175.08,27991.12,Hospital Outpatient,False,5
CMS-0021514,Q4-2025,ME,ME_City_1,52760,E0601,Sleep Therapy,5,150,40741.78,3721.57,DME Supplier,False,4
CMS-0021515,Q4-2025,CA,Long Beach,91257,E0465,Respiratory,50,187,42765.69,29224.13,DME Supplier,False,5
CMS-0021516,Q4-2025,CO,CO_City_3,47239,E0424,Respiratory,47,91,2947.87,23315.06,Hospital Outpatient,False,6
CMS-0021517,Q4-2025,IN,IN_City_1,61815,E0431,Respiratory,37,102,24108.58,42393.46,Physician Office,False,4
CMS-0021518,Q4-2025,OR,OR_City_3,91644,E0433,Respiratory,49,50,23245.72,18018.64,DME Supplier,False,1
CMS-0021519,Q4-2025,IA,IA_City_2,76107,E0424,Respiratory,16,11,27234.64,21401.55,Hospital Outpatient,False,6
CMS-0021520,Q4-2025,WV,WV_City_3,81796,E0570,Respiratory,7,105,34412.31,1451.78,Home Health Agency,False,5
CMS-0021521,Q4-2025,NC,Raleigh,16165,E0433,Respiratory,14,129,9266.74,37282.9,DME Supplier,False,6
CMS-0021522,Q4-2025,NH,NH_City_1,60204,E0465,Respiratory,44,131,45934.66,20750.76,Home Health Agency,True,7
CMS-0021523,Q4-2025,CO,CO_City_3,90567,E0570,Respiratory,45,26,10004.89,38588.38,Hospital Outpatient,False,7
CMS-0021524,Q4-2025,NC,Raleigh,94069,E0465,Respiratory,29,73,1136.26,17686.15,Physician Office,False,1
CMS-0021525,Q4-2025,MA,MA_City_3,91826,E0470,Sleep Therapy,9,33,49127.83,11810.92,Physician Office,False,5
CMS-0021526,Q4-2025,MA,MA_City_2,17648,E0431,Respiratory,50,114,46718.99,39493.29,DME Supplier,False,5
CMS-0021527,Q4-2025,NH,NH_City_2,38813,E0470,Sleep Therapy,41,16,9107.24,25506.31,DME Supplier,False,6
CMS-0021528,Q4-2025,NC,Raleigh,79294,E0433,Respiratory,6,69,31678.71,986.62,DME Supplier,False,5
CMS-0021529,Q4-2025,NJ,NJ_City_1,67014,E0570,Respiratory,42,168,10888.68,3172.45,DME Supplier,False,8
CMS-0021530,Q4-2025,UT,UT_City_3,91481,E0431,Respiratory,32,76,1048.24,22850.9,Physician Office,False,4
CMS-0021531,Q4-2025,CT,CT_City_3,77155,E0570,Respiratory,18,111,27755.65,14512.13,Hospital Outpatient,True,4
CMS-0021532,Q4-2025,WV,WV_City_3,41554,E0570,Respiratory,18,41,1152.5,28951.3,DME Supplier,True,1
CMS-0021533,Q4-2025,NC,Durham,95481,E0601,Sleep Therapy,19,156,7210.21,5463.12,Physician Office,True,5
CMS-0021534,Q4-2025,KY,KY_City_3,66605,E0465,Respiratory,21,86,19472.39,3525.2,Home Health Agency,False,8
CMS-0021535,Q4-2025,MI,Grand Rapids,42233,E0470,Sleep Therapy,17,130,17535.23,39572.12,DME Supplier,True,8
CMS-0021536,Q4-2025,NV,NV_City_2,42264,E0601,Sleep Therapy,27,117,43699.87,40031.64,DME Supplier,False,3
CMS-0021537,Q4-2025,TX,Austin,60988,E0431,Respiratory,10,154,27419.51,1640.52,Physician Office,False,2
CMS-0021538,Q4-2025,NY,Albany,80146,E0570,Respiratory,35,55,45875.78,38911.7,Home Health Agency,True,8
CMS-0021539,Q4-2025,ND,ND_City_3,39807,E0570,Respiratory,44,78,17012.02,4274.14,Home Health Agency,True,8
CMS-0021540,Q4-2025,AL,AL_City_3,65341,E0470,Sleep Therapy,40,168,37157.92,14457.75,Hospital Outpatient,True,4
CMS-0021541,Q4-2025,SC,SC_City_3,88191,E0570,Respiratory,42,155,8829.98,31286.58,DME Supplier,False,6
CMS-0021542,Q4-2025,NH,NH_City_2,40830,E0601,Sleep Therapy,36,186,5166.34,39982.7,Home Health Agency,True,7
CMS-0021543,Q4-2025,MN,MN_City_2,83059,E0433,Respiratory,22,167,26344.54,21693.66,Physician Office,False,5
CMS-0021544,Q4-2025,MN,MN_City_1,92550,E0470,Sleep Therapy,40,198,33656.8,43447.37,Physician Office,True,7
CMS-0021545,Q4-2025,SC,SC_City_3,19988,E0424,Respiratory,44,111,30979.6,1844.71,Home Health Agency,True,2
CMS-0021546,Q4-2025,NH,NH_City_2,58102,E0431,Respiratory,17,4,12978.78,16920.13,Home Health Agency,False,4
CMS-0021547,Q4-2025,RI,RI_City_2,90960,E0465,Respiratory,21,87,21333.04,14630.98,Hospital Outpatient,True,4
CMS-0021548,Q4-2025,IL,Springfield,19316,E0424,Respiratory,10,197,15464.09,1412.79,Hospital Outpatient,False,5
CMS-0021549,Q4-2025,MI,Grand Rapids,54500,E0424,Respiratory,2,194,48826.9,1870.23,Home Health Agency,False,2
CMS-0021550,Q4-2025,NE,NE_City_2,51555,E0431,Respiratory,40,127,13514.84,3235.35,DME Supplier,True,5
CMS-0021551,Q4-2025,FL,Jacksonville,83328,E0465,Respiratory,44,162,43074.16,44075.71,Hospital Outpatient,True,1
CMS-0021552,Q4-2025,OK,OK_City_3,13299,E0433,Respiratory,20,77,6266.66,16114.99,Physician Office,False,2
CMS-0021553,Q4-2025,VA,VA_City_3,13351,E0470,Sleep Therapy,11,113,20815.3,10665.74,DME Supplier,True,5
CMS-0021554,Q4-2025,MS,MS_City_1,43496,E0470,Sleep Therapy,31,17,29094.06,22930.59,Physician Office,False,4
CMS-0021555,Q4-2025,MD,MD_City_1,48701,E0601,Sleep Therapy,20,27,17787.23,43494.01,Physician Office,False,2
CMS-0021556,Q4-2025,VT,VT_City_3,77846,E0570,Respiratory,44,64,9166.19,38806.39,Physician Office,False,4
CMS-0021557,Q4-2025,NJ,NJ_City_2,35577,E0433,Respiratory,16,185,11686.96,20695.75,Physician Office,False,5
CMS-0021558,Q4-2025,LA,LA_City_2,84035,E0601,Sleep Therapy,49,41,39826.19,42508.79,Hospital Outpatient,True,5
CMS-0021559,Q4-2025,NH,NH_City_2,43571,E0424,Respiratory,41,112,19070.15,29917.09,Hospital Outpatient,True,5
CMS-0021560,Q4-2025,LA,LA_City_3,66414,E0424,Respiratory,13,16,45720.92,41149.87,Physician Office,False,2
CMS-0021561,Q4-2025,NY,Albany,13500,E0424,Respiratory,24,160,23071.44,35083.49,Hospital Outpatient,False,1
CMS-0021562,Q4-2025,OR,OR_City_1,93885,E0431,Respiratory,26,178,36832.06,6931.91,Physician Office,True,3
CMS-0021563,Q4-2025,NC,Raleigh,20353,E0570,Respiratory,14,63,40930.06,41785.9,DME Supplier,True,8
CMS-0021564,Q4-2025,DE,DE_City_3,11472,E0601,Sleep Therapy,17,59,22873.61,26456.54,Physician Office,False,1
CMS-0021565,Q4-2025,OK,OK_City_3,22968,E0601,Sleep Therapy,19,193,5567.08,5276.76,Home Health Agency,False,7
CMS-0021566,Q4-2025,NY,Yonkers,34912,E0465,Respiratory,39,11,25580.38,40607.42,DME Supplier,False,8
CMS-0021567,Q4-2025,CT,CT_City_2,29532,E0470,Sleep Therapy,31,117,25471.09,1241.93,Home Health Agency,False,2
CMS-0021568,Q4-2025,KY,KY_City_1,67819,E0601,Sleep Therapy,46,28,9038.55,32423.47,Hospital Outpatient,True,3
CMS-0021569,Q4-2025,CA,Fresno,46542,E0424,Respiratory,24,35,34697.05,4104.13,DME Supplier,False,2
CMS-0021570,Q4-2025,NH,NH_City_1,18301,E0470,Sleep Therapy,5,157,26172.82,41711.38,Hospital Outpatient,True,8
CMS-0021571,Q4-2025,UT,UT_City_2,51294,E0570,Respiratory,32,21,28547.56,6373.22,DME Supplier,False,8
CMS-0021572,Q4-2025,CA,San Diego,25116,E0433,Respiratory,41,90,15660.55,16679.49,Hospital Outpatient,True,8
CMS-0021573,Q4-2025,VA,VA_City_1,92129,E0424,Respiratory,40,18,36625.55,43794.03,DME Supplier,False,3
CMS-0021574,Q4-2025,AZ,AZ_City_2,15517,E0601,Sleep Therapy,32,19,26345.52,42263.74,Hospital Outpatient,True,7
CMS-0021575,Q4-2025,ND,ND_City_2,33949,E0465,Respiratory,41,126,45156.61,14332.07,Home Health Agency,False,8
CMS-0021576,Q4-2025,OR,OR_City_2,64402,E0601,Sleep Therapy,40,134,7471.48,19294.74,Hospital Outpatient,True,2
CMS-0021577,Q4-2025,SD,SD_City_1,34893,E0424,Respiratory,49,124,32299.34,22017.68,Home Health Agency,False,6
CMS-0021578,Q4-2025,OR,OR_City_3,81026,E0570,Respiratory,48,152,1487.82,17023.01,Home Health Agency,False,4
CMS-0021579,Q4-2025,OH,Cincinnati,49247,E0431,Respiratory,6,30,8613.57,33713.45,Physician Office,False,8
CMS-0021580,Q4-2025,FL,Orlando,93709,E0601,Sleep Therapy,14,131,3988.49,40009.72,Hospital Outpatient,True,4
CMS-0021581,Q4-2025,CA,San Diego,20432,E0601,Sleep Therapy,48,103,36267.81,31270.99,Home Health Agency,False,1
CMS-0021582,Q4-2025,ND,ND_City_2,55293,E0470,Sleep Therapy,12,5,40308.39,13695.37,Physician Office,False,5
CMS-0021583,Q4-2025,NC,Fayetteville,19392,E0470,Sleep Therapy,28,24,44759.4,8164.03,Home Health Agency,False,7
CMS-0021584,Q4-2025,SC,SC_City_2,63468,E0470,Sleep Therapy,22,43,35185.42,13531.49,Physician Office,True,7
CMS-0021585,Q4-2025,DE,DE_City_1,66490,E0470,Sleep Therapy,43,148,49370.7,7284.9,DME Supplier,True,3
